State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Disorder Past Year.18-25,Totals.Alcohol.Use Disorder Past Year.26+,Rates.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.18-25,Rates.Alcohol.Use Disorder Past Year.26+,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.18-25,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Rates.Alcohol.Use Past Month.18-25,Rates.Alcohol.Use Past Month.26+,Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.18-25,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.18-25,Rates.Illicit Drugs.Cocaine Used Past Year.26+,Totals.Marijuana.New Users.12-17,Totals.Marijuana.New Users.18-25,Totals.Marijuana.New Users.26+,Rates.Marijuana.New Users.12-17,Rates.Marijuana.New Users.18-25,Rates.Marijuana.New Users.26+,Totals.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Month.18-25,Totals.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.18-25,Rates.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.12-17,Totals.Marijuana.Used Past Year.18-25,Totals.Marijuana.Used Past Year.26+,Rates.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.18-25,Rates.Marijuana.Used Past Year.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+
Pennsylvania,2004,1035623,1322980,8059411,58,252,478,56.476,190.262,59.258,173,858,4477,166.85,648.453,555.515,135,572,2095,130.823,432.545,259.891,16,101,139,15.182,76.417,17.259,55,42,8,61.002,65.775,1.695,71,238,326,68.805,180.233,40.446,146,409,586,141.056,309.331,72.674,160,646,2509,154.461,488.356,311.264
Pennsylvania,2005,1029986,1325571,8088579,53,235,434,51.721,177.435,53.707,171,847,4453,165.537,638.632,550.53,131,544,2073,126.88,410.035,256.28,15,89,128,14.437,67.329,15.764,53,44,7,58.594,64.705,1.518,68,230,324,66.465,173.602,40.015,142,395,579,137.955,298.144,71.524,156,624,2483,151.567,470.811,307.006
Pennsylvania,2006,1018244,1324878,8099649,50,234,422,49.104,176.506,52.116,174,847,4532,171.174,639.052,559.561,128,515,2027,125.681,388.366,250.223,14,80,120,13.372,60.24,14.806,52,48,5,57.184,67.11,0.961,70,210,279,69.086,158.627,34.418,136,378,501,133.217,285.294,61.906,154,606,2451,150.966,457.394,302.587
Pennsylvania,2007,998611,1325852,8116495,48,235,444,48.208,177.369,54.703,167,858,4592,167.164,646.9,565.763,118,507,2069,117.816,382.212,254.899,14,81,134,13.856,61.341,16.462,48,45,5,53.507,67.257,1.071,69,203,267,69.422,153.238,32.944,123,357,472,123.139,268.928,58.137,144,596,2484,144.476,449.291,306.017
Pennsylvania,2008,980441,1342616,8192882,41,229,455,42.148,170.745,55.588,164,890,4737,167.318,663.075,578.138,109,520,2073,111.335,387.177,252.988,11,79,149,10.849,58.599,18.202,48,51,5,53.672,74.715,1.044,71,229,311,71.946,170.768,37.977,126,386,543,128.691,287.768,66.236,136,608,2513,138.438,452.948,306.746
Pennsylvania,2009,962444,1360835,8272159,40,226,459,41.563,165.809,55.505,152,902,4798,157.845,662.771,580.06,99,520,2035,102.84,381.83,246.038,8,70,128,8.81,51.684,15.521,50,58,6,58.092,82.729,1.252,71,261,321,74.038,191.828,38.772,131,428,603,136.163,314.337,72.865,125,613,2514,129.423,450.269,303.905
Pennsylvania,2010,977609,1402639,8359212,40,213,508,40.648,151.582,60.777,134,909,4835,137.418,648.245,578.445,93,513,2020,94.929,365.439,241.616,8,66,104,7.979,46.954,12.443,49,59,7,56.243,81.123,1.676,68,256,346,70.043,182.619,41.377,125,439,602,128.005,313.079,71.969,119,613,2435,121.441,437.322,291.298
Pennsylvania,2011,964004,1405623,8405726,38,201,468,39.322,143.038,55.713,130,904,4944,134.496,642.825,588.176,85,500,2029,88.285,355.845,241.373,6,58,123,6.109,41.516,14.644,46,61,8,54.267,83.08,1.742,66,247,353,68.702,175.439,41.975,124,449,624,129.042,319.281,74.291,110,608,2515,113.969,432.307,299.195
Pennsylvania,2012,951880,1397926,8449649,32,205,462,33.907,146.917,54.722,125,900,5054,130.857,644.153,598.146,72,501,2024,76.139,358.298,239.553,4,57,122,4.467,40.632,14.415,48,60,8,57.396,84.636,1.893,65,266,366,68.149,190.136,43.371,125,458,640,131.75,327.759,75.729,102,608,2499,106.842,435.057,295.725
Pennsylvania,2013,941238,1382616,8494600,25,194,499,26.593,139.986,58.734,121,891,5168,128.709,644.236,608.353,62,452,1923,65.872,327.185,226.375,5,58,103,4.842,41.65,12.095,45,54,10,53.194,79.052,2.122,66,268,454,69.987,193.604,53.446,116,445,704,123.69,321.821,82.85,86,558,2313,91.437,403.676,272.32
Pennsylvania,2014,934275,1364517,8539968,24,181,494,25.3,132.574,57.897,106,873,5152,113.41,639.467,603.244,47,404,1885,50.283,295.759,220.681,5,64,106,5.404,47.132,12.426,39,52,13,47.398,76.534,2.922,65,259,514,69.784,189.689,60.152,111,442,786,118.815,323.582,92.071,68,512,2296,72.357,375.396,268.878
Pennsylvania,2015,928154,1344620,8572327,20,161,428,21.155,119.946,49.98,93,837,5119,100.211,622.691,597.18,36,377,1915,39.052,280.567,223.376,5,70,127,5.622,52.175,14.82,39,53,15,45.645,80.752,3.465,58,270,562,62.452,200.435,65.54,101,436,877,109.291,324.461,102.352,59,486,2378,63.557,361.733,277.441
Pennsylvania,2016,922209,1328664,8602887,14,137,389,15.036,103.175,45.17,93,801,5230,100.557,603.045,607.9,34,336,1859,37.132,253.171,216.137,5,74,136,5.356,55.66,15.83,37,52,17,43.926,79.863,4.122,52,284,557,55.948,213.785,64.77,96,448,890,103.612,337.375,103.407,54,460,2360,58.801,346.019,274.329
Pennsylvania,2017,916014,1313052,8642237,15,146,398,16.268,111.349,45.996,85,781,5189,93.146,594.778,600.393,29,299,1770,31.708,227.856,204.847,5,87,139,5.312,65.999,16.128,42,50,13,49.834,77.352,3.782,49,259,603,53.09,197.126,69.782,101,455,986,110.259,346.537,114.066,45,416,2228,48.861,316.655,257.813
Pennsylvania,2018,910130,1292868,8675385,15,131,406,16.937,101.027,46.827,84,726,4885,91.754,561.483,563.143,27,284,1761,29.344,219.79,203.035,4,82,148,4.287,63.491,17.083,47,56,25,58.105,83.033,6.267,56,256,758,61.126,198.049,87.331,109,436,1207,120.102,336.891,139.094,40,385,2184,43.626,297.681,251.702
Rhode Island,2002,85295,126228,688500,6,32,53,66.171,255.947,77.024,19,96,416,221.236,760.744,603.798,12,60,174,137.223,476.003,253.351,2,15,17,20.978,120.488,24.973,5,4,1,78.864,100.183,1.456,9,38,39,108.629,299.258,56.975,16,58,64,182.929,457.112,92.868,14,65,202,161.285,514.588,292.877
Rhode Island,2003,87330,127440,690482,6,28,53,68.887,218.302,76.816,18,94,437,202.576,736.924,632.518,11,51,173,130.895,404.036,251.229,2,14,16,19.328,108.77,23.654,5,4,1,73.838,84.438,1.566,10,32,41,109.65,254.231,59.219,16,52,66,186.754,410.511,95.516,14,58,203,155.801,454.453,293.567
Rhode Island,2004,88122,125374,691117,5,25,45,58.854,199.872,64.421,17,92,437,197.872,730.46,632.546,11,50,164,120.198,396.3,237.5,2,12,14,18.496,96.766,19.939,5,4,1,76.276,76.913,2.132,10,33,38,108.239,264.648,55.065,17,53,63,195.088,420.945,91.024,13,56,192,146.075,450.151,277.199
Rhode Island,2005,87162,125832,687555,5,24,48,53.542,191.059,69.484,18,93,442,204.052,742.473,642.259,10,51,162,110.297,405.734,235.866,2,12,18,19.067,96.296,26.525,5,4,1,71.411,83.889,2.025,8,35,41,96.781,275.409,59.606,15,51,69,174.136,408.192,100.123,12,57,192,134.511,454.765,279.618
Rhode Island,2006,85339,127016,683457,5,24,48,54.753,187.727,69.757,18,95,450,216.156,751.338,659.035,10,53,164,114.723,420.27,240.612,2,12,22,20.009,98.399,32.783,5,5,0,75.851,108.721,1.234,8,38,47,97.663,300.214,68.878,16,56,73,184.846,444.26,106.653,12,61,195,142.846,479.884,285.049
Rhode Island,2007,83372,126249,680188,4,23,42,53.3,179.341,62.022,17,94,437,207.367,747.971,641.926,8,50,162,97.888,396.611,237.67,1,13,23,16.264,100.485,33.242,5,5,1,74.62,106.563,1.561,8,38,51,93.888,303.829,74.418,15,56,70,176.688,441.113,102.796,10,59,187,125.743,464.282,275.174
Rhode Island,2008,81128,127468,679594,4,23,46,48.641,180.264,68.366,15,91,427,182.873,711.699,627.768,6,45,149,79.283,353.681,219.328,1,12,22,12.796,93.927,31.691,5,5,1,71.963,91.61,1.612,7,35,47,90.916,271.445,69.428,13,50,64,163.145,394.751,93.939,8,53,173,103.014,415.087,254.135
Rhode Island,2009,79655,129145,684072,4,23,51,45.936,180.93,74.789,13,91,442,160.018,701.253,645.904,7,46,154,84.572,358.173,225.629,1,10,15,10.689,74.112,22.585,5,5,1,71.737,101.317,1.903,8,39,50,96.273,298.323,73.444,14,55,75,170.302,426.907,109.774,9,54,177,108.461,418.656,258.265
Rhode Island,2010,79365,132016,682132,3,25,54,42.05,190.4,79.676,12,94,453,149.332,712.747,664.171,7,47,161,84.916,353.265,235.607,1,9,11,9.914,71.15,16.366,5,6,1,78.503,110.835,2.476,9,41,57,116.345,313.992,83.121,15,60,89,192.078,458.133,130.204,8,56,186,105.977,422.554,272.613
Rhode Island,2011,77839,132549,684237,3,25,51,38.733,192.164,75.066,12,97,457,157.417,734.588,668.024,6,44,144,77.173,333.298,210.476,1,9,14,7.986,68.236,20.163,5,6,1,86.093,109.44,2.613,10,40,67,124.411,301.577,97.447,16,61,98,201.078,460.349,142.628,8,54,190,99.749,404.949,276.988
Rhode Island,2012,76543,132076,687705,2,24,50,31.902,178.553,72.692,11,92,430,142.68,693.75,624.819,5,40,140,61.651,303.255,203.005,0,7,12,5.445,54.529,17.116,5,6,1,81.679,109.022,3.213,10,39,77,129.528,297.904,111.836,16,60,106,202.765,451.652,154.116,7,50,185,85.177,377.821,268.699
Rhode Island,2013,75717,131028,692945,2,21,46,28.612,163.914,65.871,10,86,425,132.055,652.97,612.822,4,37,141,47.215,280.15,202.929,0,8,10,5.685,58.466,14.247,4,6,1,60.241,102.541,2.792,8,38,69,106.933,289.032,99.232,13,58,100,169.329,441.343,143.958,5,46,166,67.958,353.668,239.785
Rhode Island,2014,75156,129467,698360,2,18,43,28.562,138.314,61.564,10,84,442,132.325,652.166,632.536,3,35,135,43.763,273.144,192.715,1,10,12,7.377,76.44,17.658,4,5,1,67.135,103.179,3.938,8,37,73,101.867,288.861,103.884,12,57,101,162.768,438.428,144.373,4,45,163,58.551,345.84,232.852
Rhode Island,2015,74286,127975,702577,2,15,45,23.184,119.772,63.853,9,86,457,121,673.472,650.527,3,32,139,36.919,249.164,197.927,1,11,13,8.432,89.048,18.776,4,5,2,72.336,95.714,6.754,8,41,89,105.045,319.983,126.54,13,54,117,168.483,423.192,166.647,5,43,171,61.657,336.152,243.387
Rhode Island,2016,73649,127226,707314,2,16,44,22.5,124.833,61.724,8,86,452,110.114,679.64,638.766,2,27,131,29.744,211.517,185.643,1,10,14,7.036,76.784,19.693,4,6,3,65.095,101.041,8.108,7,41,96,94.852,318.622,135.052,11,56,122,152.727,436.671,172.088,4,36,163,49.008,282.238,230.576
Rhode Island,2017,73039,125273,711511,1,15,44,19.159,120.079,61.725,8,81,441,103.914,650.421,619.332,2,26,124,25.547,207.637,173.77,0,9,14,5.62,73.409,19.856,4,6,3,70.659,115.381,10.193,6,37,90,86.116,292.614,126.962,11,54,124,153.632,429.043,173.919,3,34,147,37.936,268.389,206.88
Rhode Island,2018,72481,122890,714973,1,15,43,17.832,123.285,59.925,8,81,445,104.157,661.744,621.708,1,22,125,19.908,181.954,174.298,0,8,12,4.287,66.633,16.654,4,6,3,67.773,118.216,10.945,6,38,96,82.969,310.022,134.031,12,55,145,162.087,450.296,202.977,2,31,152,32.762,253.207,212.517
South Carolina,2002,345629,458404,2574050,17,89,160,48.303,194.822,62.332,50,280,1193,143.611,610.973,463.55,42,197,669,122.116,428.814,259.724,6,29,54,17.079,63.574,21.131,20,18,2,65.633,80.487,1.039,25,75,91,72.508,164.647,35.231,46,127,153,134.372,277.537,59.593,54,220,805,155.174,480.562,312.678
South Carolina,2003,356468,460716,2594007,19,81,183,51.969,175.124,70.508,51,273,1168,144.041,591.945,450.438,43,197,678,120.916,428.538,261.537,7,30,46,19.457,65.493,17.775,20,18,2,62.303,81.715,1.274,24,72,101,67.279,155.301,38.782,50,118,172,139.056,257.092,66.456,54,224,802,151.163,485.853,309.004
South Carolina,2004,358954,464027,2642693,17,63,190,46.099,136.047,71.978,49,245,1196,136.722,527.928,452.429,43,195,756,119.55,419.559,286.224,6,29,46,16.216,63.466,17.328,19,15,3,60.715,62.276,1.618,23,67,99,64.288,144.414,37.36,47,112,168,131.214,240.738,63.592,54,221,867,151.295,476.915,328.251
South Carolina,2005,361860,461761,2698757,16,69,169,45.149,149.869,62.722,52,254,1287,143.382,549.096,477.028,44,199,806,121.407,431.619,298.717,4,27,46,12.423,59.093,17.156,18,15,3,54.191,62.061,1.52,22,72,98,60.955,156.102,36.232,43,113,152,118.935,245.392,56.468,54,221,921,149.33,479.533,341.183
South Carolina,2006,362886,457237,2759373,18,76,179,50.189,165.344,64.766,53,267,1370,145.298,583.308,496.456,43,196,808,118.681,428.506,292.805,4,26,43,11.774,56.74,15.736,17,14,2,49.872,61.24,1.044,19,63,90,52.979,138.187,32.455,41,111,160,111.684,242.234,57.896,51,217,927,139.93,474.303,336.069
South Carolina,2007,359862,460337,2817192,16,73,180,44.096,158.435,63.746,48,246,1403,134.625,535.365,498.095,36,181,774,100.955,392.615,274.741,4,26,54,10.513,57.395,19.306,16,14,2,48,55.19,1.148,20,62,99,54.479,135.721,35.268,41,109,163,113.42,236.168,57.952,44,205,905,121.943,445.897,321.258
South Carolina,2008,356186,469765,2872669,14,76,202,39.765,162.395,70.259,44,250,1402,124.504,533.191,488.22,34,177,785,95.164,377.31,273.311,3,23,75,8.335,49.714,26.208,16,16,2,47.737,64.086,1.184,20,79,120,55.453,168.815,41.604,42,120,184,117.493,255.789,64.04,42,208,907,117.751,442.928,315.866
South Carolina,2009,352096,480982,2912325,14,70,218,38.834,145.044,74.866,43,266,1415,122.105,552.055,485.719,32,182,778,90.169,379.161,267.182,2,20,57,6.775,41.352,19.469,17,18,2,48.852,70.679,1.255,20,85,119,57.415,175.925,40.967,43,138,213,120.712,287.474,73.089,41,214,886,116.179,445.053,304.206
South Carolina,2010,356898,510126,2966560,14,66,159,38.361,128.675,53.455,42,290,1532,116.291,568.826,516.437,34,190,814,94.929,372.328,274.528,2,15,40,6.71,30.348,13.402,20,18,2,59.81,63.499,1.35,23,84,117,65.124,164.194,39.525,49,141,216,137.173,276.599,72.924,42,218,955,117.931,426.879,321.914
South Carolina,2011,357301,513846,3005444,13,68,154,35.926,132.633,51.395,44,311,1596,121.751,605.351,530.894,34,193,861,93.985,375.65,286.468,2,19,45,6.22,36.405,14.888,20,17,3,63.509,64.147,1.512,26,99,155,72.413,192.365,51.518,49,158,240,138.219,306.691,79.734,44,225,1019,121.793,438.643,338.998
South Carolina,2012,359524,519243,3047485,11,62,163,30.091,118.669,53.456,42,314,1591,116.86,604.135,522.201,26,185,811,73.314,356.795,266.198,2,19,42,4.918,37.157,13.752,21,19,3,66.522,70.377,1.794,26,97,147,71.097,187.513,48.134,49,166,245,136.045,319.919,80.442,36,221,944,99.061,425.007,309.914
South Carolina,2013,362044,521862,3096686,9,55,170,25.649,105.78,55.024,35,305,1572,96.264,585.193,507.746,19,169,770,52.835,323.047,248.602,1,15,29,3.829,28.167,9.332,20,19,4,61.668,69.014,1.965,22,88,151,61.563,168.939,48.804,45,149,265,124.999,285.563,85.663,28,205,914,76.79,391.884,295.288
South Carolina,2014,365128,520055,3154439,9,55,176,25.645,105.026,55.735,32,305,1528,88.75,585.919,484.445,17,177,752,46.926,340.503,238.339,2,23,41,4.977,44.183,12.985,19,21,5,58.249,80.58,2.646,24,110,194,65.659,210.654,61.56,44,166,298,120.203,319.044,94.343,26,211,914,71.113,405.577,289.771
South Carolina,2015,367649,515200,3219369,8,56,172,21.068,108.757,53.507,32,291,1538,85.736,565.285,477.77,18,155,753,49.139,301.333,234.009,1,27,41,3.438,53.081,12.618,16,20,6,48.086,76.762,3.177,24,101,155,64.042,196.604,48.067,41,152,255,112.134,294.583,79.159,27,201,920,73.677,389.747,285.679
South Carolina,2016,370519,510357,3284833,6,58,162,15.708,114.437,49.271,32,272,1584,86.479,533.246,482.258,16,128,766,44.211,251.481,233.058,1,30,49,3.833,59.512,15,15,18,6,45.522,68.527,3.529,20,94,163,54.71,183.822,49.693,39,144,279,105.671,282.655,84.813,25,175,923,67.277,342.532,280.878
South Carolina,2017,373712,507495,3345950,6,58,171,15.778,114.912,51.183,34,259,1780,91.963,509.475,531.858,18,125,771,49.15,246.52,230.45,2,32,54,4.577,62.379,16.179,19,20,6,55.07,68.91,3.448,24,97,231,63.373,191.819,68.917,46,150,383,123.225,294.95,114.365,27,158,940,71.938,311.614,280.934
South Carolina,2018,377471,504595,3407157,5,46,169,14.292,92.061,49.504,34,250,1792,90.061,495.743,526.097,14,111,786,37.788,220.342,230.752,1,21,41,2.77,40.638,12.059,18,19,8,50.665,61.083,4.633,25,93,276,65.628,183.442,80.933,43,139,439,112.65,275.161,128.824,22,155,968,57.176,306.206,283.986
South Dakota,2002,69742,90990,459901,7,24,36,97.708,261.543,79.33,15,65,262,220.714,714.92,569.772,14,47,127,197.882,517.574,276.965,2,5,5,24.051,54.908,11.02,5,4,0,83.853,85.799,0.966,7,13,13,95.658,146.648,27.378,12,26,23,176.48,283.539,50.207,16,52,150,228.239,576.95,325.339
South Dakota,2003,68362,93146,464319,7,23,35,96.749,242.474,74.805,16,67,276,233.748,722.977,593.387,12,46,131,172.673,495.562,281.772,1,5,5,18.187,55.313,11.427,4,4,0,72.401,78.177,1.284,5,12,14,69.036,129.31,29.924,11,23,26,156.272,250.226,55.244,15,52,154,212.527,560.208,332.567
South Dakota,2004,66529,94332,472172,5,21,33,81.467,225.915,68.935,15,68,295,220.283,723.589,624.518,10,41,115,155.233,434.324,243.283,1,5,5,16.232,50.186,11.284,4,3,1,58.986,64.959,1.754,5,13,14,67.938,133.98,30.561,9,22,24,134.877,228.55,51.718,13,47,144,191.031,497.978,304.797
South Dakota,2005,66214,92864,477378,5,22,37,69.374,239.194,77.911,12,69,292,186.529,738.634,612.671,9,38,120,141.541,414.042,251.384,1,5,5,16.412,55.859,10.253,3,3,0,51.103,55.984,1.485,4,13,16,63.708,139.617,34.032,8,22,25,122.828,233.436,52.505,12,45,150,174.009,489.129,314.86
South Dakota,2006,66722,91328,484977,5,21,36,69.027,227.206,74.122,12,66,292,187.071,721.211,602.754,8,38,119,126.227,417.088,245.782,1,5,6,12.132,54.732,11.385,3,3,0,47.037,60.017,0.994,4,13,18,57.669,142.019,36.976,8,23,25,114.252,247.41,50.69,11,46,146,158.942,499.792,300.674
South Dakota,2007,66089,90910,494494,4,20,34,64.178,225.117,69.422,11,65,296,173.78,713.324,598.64,8,37,116,116.71,404.974,233.625,1,4,4,10.751,45.602,7.518,3,3,0,49.303,64.794,0.963,4,13,17,61.207,144.867,34.563,7,23,24,113.114,249.832,48.256,10,45,143,147.2,499.897,288.244
South Dakota,2008,64983,90798,500732,4,21,38,67.374,233.478,75.94,10,64,305,158.483,706.606,609.292,7,36,121,114.266,398.303,241.369,1,4,4,9.518,39.079,7.092,3,3,0,51.693,67,0.93,4,12,17,66.119,135.474,34.383,8,23,28,120.516,256.695,55.503,10,45,151,149.371,495.436,301.615
South Dakota,2009,63682,93602,505557,4,19,38,64.395,202.611,74.443,10,65,308,155.241,699.16,609.03,7,36,124,102.865,387.989,244.996,1,3,4,8.771,32.714,7.792,3,4,0,48.353,70.433,1.382,4,12,17,55.108,133.074,33.179,7,24,27,112.156,256.598,54.013,9,45,155,135.859,476.605,306.707
South Dakota,2010,64595,90572,509409,3,16,39,53.174,173.075,76.417,10,62,294,162.25,688.7,576.703,6,34,122,97.263,371.878,239.143,1,2,4,8.017,26.837,7.727,3,3,0,52.961,59.786,1.403,4,12,16,62.288,130.178,31.634,8,20,28,119.232,225.369,54.76,9,43,152,138.021,474.402,298.623
South Dakota,2011,64463,91190,516437,3,16,40,43.136,176.876,76.577,9,62,314,141.293,678.202,607.92,6,36,130,93.028,390.071,252.386,0,3,4,6.622,28.309,7.024,3,3,0,50.978,63.066,1.532,4,13,22,64.44,139.457,42.843,8,24,36,116.605,259.228,70.588,8,44,162,124.024,482.302,312.912
South Dakota,2012,64901,92359,523437,2,16,36,36.067,169.422,69.287,7,59,320,105.171,643.621,610.704,5,34,138,79.529,365.046,263.858,0,3,5,5.007,27.212,8.716,3,3,1,41.988,63.11,1.748,3,12,19,51.349,126.812,36.713,6,23,36,99.201,246.572,69.711,6,42,162,98.242,452.062,309.468
South Dakota,2013,65627,93403,529318,2,14,36,30.058,154.64,68.467,6,60,314,92.906,643.874,592.965,5,30,123,72.993,324.486,231.852,0,2,4,3.861,24.356,6.999,3,4,1,42.196,64.074,1.819,3,12,17,53.161,130.247,33.043,7,23,33,99.543,242.078,61.674,7,39,149,100.227,414.202,281.859
South Dakota,2014,65789,93308,534674,2,14,36,26.273,145.523,67.196,7,63,333,103.85,671.039,622.973,4,31,119,66.289,326.88,222.307,0,3,4,4.867,31.518,7.12,3,4,1,44.494,71.705,2.395,4,16,28,64.267,170.478,52.202,7,26,41,108.56,278.445,77.575,6,39,150,91.985,415.507,279.993
South Dakota,2015,66117,92977,539708,2,12,37,28.739,129.613,68.194,7,60,344,106.58,647.242,637.556,5,29,130,71.731,316.669,241.362,0,3,5,7.477,36.523,8.532,3,4,1,47.524,73.164,4.519,4,16,33,67.187,170.875,60.644,8,25,50,119.818,265.119,92.917,5,37,161,83.183,395.843,298.046
South Dakota,2016,67066,92382,544008,2,13,38,34.719,135.73,69.878,8,60,351,112.738,644.444,645.901,4,27,127,64.792,293.389,234.042,0,3,4,5.641,34.504,8.163,3,4,1,46.462,70.19,4.242,4,17,29,59.44,182.504,53.958,8,27,52,125.102,291.066,94.841,6,36,163,83.586,390.91,299.442
South Dakota,2017,68252,92097,550564,2,13,34,26.041,138.665,61.281,7,60,346,99.862,649.095,628.669,3,22,113,48.845,242.217,205.182,0,3,4,4.264,36.022,8.173,3,3,1,41.656,68.513,3.063,4,16,31,52.592,177.041,55.774,7,26,52,108.297,286.176,95.232,5,33,151,71.701,357.091,274.164
South Dakota,2018,69325,91692,557354,1,11,30,19.651,118.609,54.461,6,55,329,92.351,598.205,590.874,3,19,112,40.695,206.524,200.761,0,3,4,4.447,35.675,7.694,3,4,2,44.474,78.39,5.027,4,14,29,50.977,147.367,51.278,7,24,48,102.421,266.851,86.697,4,27,141,59.024,298.484,253.495
Tennessee,2002,473558,621828,3699537,23,92,171,47.664,148.277,46.301,63,289,1387,132.671,465.011,374.836,68,241,1034,143.315,388.272,279.522,9,38,66,18.46,60.755,17.968,22,20,2,50.895,55.023,1.044,30,83,106,63.729,133.951,28.782,58,131,164,121.494,210.736,44.399,81,288,1253,171.688,463.02,338.58
Tennessee,2003,475614,636601,3743398,22,86,199,46.901,135.719,53.096,67,322,1438,140.84,505.983,384.253,64,245,1052,133.623,384.945,280.98,7,34,62,15.571,54.156,16.43,23,18,3,53.597,51.811,1.434,29,82,134,61.429,128.083,35.764,61,139,211,127.694,217.695,56.239,77,288,1236,161.416,452.71,330.067
Tennessee,2004,477163,642419,3799709,23,95,210,48.131,148.268,55.36,68,354,1587,143.426,551.061,417.646,64,282,1112,133.969,438.795,292.662,7,40,63,15.138,62.665,16.699,25,18,4,60.162,59.734,1.897,29,96,164,59.808,149.332,43.099,65,166,274,135.782,258.69,72.213,80,317,1349,168.068,494.018,354.959
Tennessee,2005,486247,634563,3851545,24,105,209,48.427,164.804,54.344,68,348,1689,139.366,549.113,438.654,63,298,1224,130.229,469.865,317.78,7,49,80,15.095,77.397,20.74,24,19,4,57.223,64.827,1.806,29,107,165,59.789,168.617,42.875,64,181,283,130.661,284.827,73.44,80,334,1479,164.794,526.149,383.984
Tennessee,2006,496587,620435,3921118,27,112,238,55.037,180.016,60.784,67,323,1654,135.564,520.139,421.836,65,264,1204,129.95,425.967,307.02,7,52,80,14.857,83.136,20.466,24,19,3,55.75,58.191,1.167,30,101,153,61.231,162.522,38.929,62,165,276,125.666,266.68,70.402,79,303,1417,159.718,489.031,361.278
Tennessee,2007,496878,616545,3996018,22,98,223,44.242,158.354,55.721,62,332,1673,124.395,538.306,418.704,56,239,1150,112.206,387.548,287.805,6,42,76,11.553,67.902,18.985,22,18,3,48.04,56.401,1.258,30,104,164,61.191,168.422,41.083,59,161,296,117.965,261.654,74.174,69,282,1370,138.09,456.72,342.951
Tennessee,2008,494043,622376,4049989,16,88,215,32.775,141.834,53.004,56,332,1732,113.851,534.022,427.708,48,246,1163,96.913,394.844,287.081,5,27,50,9.327,43.119,12.291,20,20,3,41.055,59.952,1.201,26,104,151,51.871,166.391,37.243,52,164,281,105.233,262.756,69.464,62,292,1379,124.621,469.764,340.52
Tennessee,2009,491069,646257,4079971,18,90,225,36.975,140.026,55.051,55,332,1719,112.832,513.709,421.354,45,257,1149,92.526,396.962,281.516,4,19,40,9.075,29.87,9.809,20,23,3,42.573,66.548,1.341,26,92,126,53.358,141.703,30.926,54,168,274,110.849,259.616,67.107,65,316,1424,132.793,488.996,349.021
Tennessee,2010,502882,675875,4110667,18,92,212,35.52,136.501,51.608,54,356,1777,106.794,526.525,432.263,45,257,1119,90.373,380.233,272.145,4,22,46,8.02,32.539,11.178,23,23,3,50.097,62.563,1.328,30,101,153,58.871,149.263,37.224,58,169,261,114.99,249.308,63.596,64,322,1450,126.918,477.151,352.717
Tennessee,2011,504106,683640,4150263,17,84,209,32.816,122.237,50.363,51,340,1699,101.693,497.397,409.303,44,238,1171,87.009,348.367,282.25,4,24,46,7.634,35.484,11.113,25,22,4,52.341,58.729,1.39,30,101,158,59.182,147.022,38.117,56,170,250,111.344,248.05,60.251,58,294,1398,114.729,429.93,336.828
Tennessee,2012,505317,692825,4187386,16,81,204,31.027,116.242,48.697,50,333,1697,98.931,479.984,405.158,39,228,1093,76.225,329.002,260.96,3,22,48,6.11,32.335,11.408,24,23,4,51.754,58.955,1.614,31,104,158,60.432,150.056,37.693,63,182,290,124.99,262.259,69.366,52,280,1344,103.47,403.466,320.966
Tennessee,2013,506479,700245,4226870,13,81,200,24.885,114.984,47.22,47,371,1916,93.479,529.931,453.389,33,229,978,65.022,327.279,231.354,2,23,35,4.17,32.503,8.21,20,24,4,43.526,60.197,1.71,29,103,170,56.968,147.171,40.115,59,179,322,115.718,255.389,76.213,50,294,1254,98.631,419.293,296.774
