State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Disorder Past Year.18-25,Totals.Alcohol.Use Disorder Past Year.26+,Rates.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.18-25,Rates.Alcohol.Use Disorder Past Year.26+,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.18-25,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Rates.Alcohol.Use Past Month.18-25,Rates.Alcohol.Use Past Month.26+,Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.18-25,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.18-25,Rates.Illicit Drugs.Cocaine Used Past Year.26+,Totals.Marijuana.New Users.12-17,Totals.Marijuana.New Users.18-25,Totals.Marijuana.New Users.26+,Rates.Marijuana.New Users.12-17,Rates.Marijuana.New Users.18-25,Rates.Marijuana.New Users.26+,Totals.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Month.18-25,Totals.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.18-25,Rates.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.12-17,Totals.Marijuana.Used Past Year.18-25,Totals.Marijuana.Used Past Year.26+,Rates.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.18-25,Rates.Marijuana.Used Past Year.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+
Florida,2013,1390131,1980707,13387121,39,214,755,27.882,107.953,56.399,170,1155,7592,122.65,582.886,567.141,61,534,2869,44.16,269.673,214.344,10,110,211,7.315,55.342,15.788,73,76,16,59.496,74.764,2.002,104,402,764,75.087,203.198,57.034,196,666,1128,140.92,336.389,84.233,92,653,3318,66.224,329.617,247.847
Florida,2014,1399768,1984453,13702886,38,204,767,26.868,103.029,55.977,150,1168,8051,107.235,588.541,587.573,50,470,2707,35.58,236.595,197.547,9,117,199,6.475,59.11,14.505,69,76,22,55.685,73.867,2.805,95,412,823,67.806,207.419,60.076,189,652,1311,134.893,328.775,95.681,72,590,3206,51.683,297.492,233.955
Florida,2015,1405801,1971645,14028654,31,196,753,22.035,99.447,53.644,129,1134,8038,91.488,574.96,572.993,41,401,2450,29.252,203.587,174.62,6,105,171,4.496,53.479,12.199,70,75,26,56.223,73.131,3.244,99,391,842,70.306,198.152,59.998,179,664,1432,127.166,336.56,102.102,62,520,3000,44.438,263.748,213.868
Florida,2016,1415667,1960092,14351670,29,195,713,20.254,99.537,49.674,140,1106,7936,98.615,564.294,552.971,39,374,2543,27.595,190.764,177.171,6,122,218,4.482,62.195,15.185,72,77,30,56.973,77.283,3.723,106,439,988,74.767,223.871,68.811,191,701,1534,134.627,357.712,106.861,65,500,3066,46.207,255.068,213.607
Florida,2017,1431798,1961154,14656396,22,162,632,15.468,82.841,43.09,145,1028,7984,101.228,524.194,544.755,41,331,2576,28.459,168.73,175.771,7,119,235,4.812,60.846,16.03,72,82,29,55.116,77.523,3.844,101,449,1124,70.557,228.752,76.706,186,678,1722,130.08,345.845,117.498,65,463,3105,45.535,236.072,211.844
Florida,2018,1439529,1956426,14896983,18,139,564,12.621,71.218,37.828,131,970,8198,90.983,495.611,550.292,30,276,2524,20.958,140.9,169.424,5,99,211,3.588,50.74,14.138,71,85,35,52.801,74.845,4.808,93,420,1335,64.692,214.531,89.626,174,641,1890,121.129,327.552,126.889,48,399,3120,33.422,204.177,209.436
Georgia,2002,748467,945489,5202846,36,141,331,47.81,148.997,63.684,113,493,2571,150.875,521.851,494.115,96,335,1348,128.338,354.795,259.056,13,50,108,16.771,52.588,20.79,40,26,4,59.333,47.582,1.259,51,123,165,68.659,130.115,31.782,106,226,331,142.048,238.536,63.636,118,395,1617,157.931,417.44,310.698
Georgia,2003,763519,967105,5276693,32,122,275,41.268,126.086,52.186,119,523,2546,155.882,541.033,482.47,92,346,1378,119.928,357.79,261.216,11,43,102,14.329,44.083,19.363,37,27,5,56.072,50.647,1.488,48,127,208,63.446,131.677,39.331,101,222,360,132.93,229.74,68.22,113,406,1634,148.415,420.175,309.671
Georgia,2004,775954,990545,5412379,33,118,278,43.069,118.655,51.321,113,517,2537,145.233,521.632,468.776,84,349,1340,108.45,352.022,247.503,10,41,80,12.709,41.489,14.775,35,32,6,50.271,59.222,1.885,47,144,213,60.679,145.383,39.364,94,249,346,121.155,251.866,63.909,100,398,1635,128.33,402.19,302.034
Georgia,2005,800536,1007170,5604242,36,142,322,44.968,140.957,57.497,115,535,2675,143.651,531.554,477.255,78,350,1298,97.465,347.289,231.678,12,51,90,14.431,50.263,15.98,34,32,6,46.204,58.967,1.771,48,151,234,59.989,149.745,41.792,94,261,367,117.366,259.455,65.559,97,409,1663,121.162,405.83,296.738
Georgia,2006,822659,1001876,5761385,35,141,332,42.581,140.672,57.682,118,536,2865,142.974,535.289,497.36,83,369,1407,100.439,368.003,244.126,12,58,124,14.757,57.588,21.588,36,34,4,48.667,62.604,1.206,47,144,237,57.332,143.276,41.115,96,247,408,116.195,246.833,70.828,113,439,1793,137.152,438.636,311.226
Georgia,2007,824664,999107,5874242,32,137,325,38.451,136.703,55.37,108,543,3041,130.885,543.697,517.629,81,368,1556,98.056,368.303,264.838,9,49,102,10.862,48.631,17.427,37,34,5,52.416,59.523,1.473,45,147,227,54.09,147.214,38.672,100,248,440,120.805,248.706,74.962,110,421,1884,133.551,421.706,320.698
Georgia,2008,822696,1013813,5963681,28,152,341,33.761,150.202,57.186,112,590,3112,135.565,581.764,521.856,74,362,1474,89.465,357.121,247.151,7,40,71,8.095,39.303,11.985,37,38,5,54.625,68.952,1.671,45,161,266,55.034,158.672,44.626,104,270,486,126.869,266.043,81.513,96,414,1742,116.768,407.997,292.043
Georgia,2009,820145,1050786,6022823,30,148,320,36.474,141.278,53.133,116,609,3068,141.985,579.192,509.359,76,358,1336,92.514,340.997,221.886,6,36,69,6.837,34.194,11.478,42,37,5,60.873,65.84,1.501,53,157,224,64.219,149.104,37.269,109,276,439,132.498,262.443,72.942,95,424,1596,115.226,403.943,265.06
Georgia,2010,821577,1066108,5997840,31,134,266,38.157,125.532,44.276,95,575,2978,115.505,539.075,496.588,71,336,1229,86.626,314.706,204.842,5,27,66,6.148,25.166,10.995,44,34,5,60.986,55.241,1.643,52,151,182,62.721,141.449,30.268,102,259,360,124.09,242.648,59.982,93,393,1590,113.371,368.449,265.111
Georgia,2011,824731,1085263,6074730,25,127,270,29.783,116.63,44.369,90,572,3068,108.669,527.262,505.041,67,335,1279,81.188,308.577,210.578,5,36,84,6.383,32.94,13.836,42,38,6,56.296,59.765,1.595,59,181,236,72.017,166.463,38.805,103,283,391,125.181,261.192,64.373,85,394,1640,102.713,362.777,270.025
Georgia,2012,831609,1100053,6155586,19,121,305,23.393,110.41,49.554,94,582,3135,112.526,528.62,509.231,50,331,1370,60.477,300.912,222.526,4,37,106,5.397,34.004,17.143,41,39,6,54.97,62.082,1.697,59,199,365,71.393,181.265,59.287,105,303,518,126.209,275.087,84.099,69,404,1695,83.175,367.411,275.291
Georgia,2013,838199,1108195,6240700,20,131,355,23.309,118.028,56.934,89,596,3295,106.027,537.903,528.01,36,302,1352,42.716,272.156,216.598,4,33,81,4.709,29.558,13.041,38,39,7,49.531,65.229,1.98,51,195,390,60.592,176.392,62.424,94,308,561,111.899,277.803,89.875,58,398,1647,69.398,359.364,263.904
Georgia,2014,846476,1114618,6338910,18,118,319,21.835,105.544,50.315,76,614,3369,89.337,550.591,531.472,32,297,1363,37.559,266.133,214.963,4,43,95,5.136,38.543,15.063,39,44,9,51.748,75.816,2.795,59,207,381,69.189,185.907,60.049,99,327,625,116.843,293.784,98.671,52,393,1716,61.035,352.141,270.651
Georgia,2015,855245,1112080,6443651,15,97,265,17.309,87.591,41.096,59,599,3201,68.965,539.044,496.733,32,280,1347,37.265,251.465,209.069,3,51,106,3.639,46.1,16.412,36,43,12,46.244,70.676,2.947,55,201,351,64.002,181.19,54.469,93,338,617,108.966,304.005,95.718,50,351,1682,58.163,315.62,261.012
Georgia,2016,862534,1106098,6555271,11,87,279,12.692,78.294,42.611,67,561,3189,77.627,507.115,486.481,30,258,1324,34.32,232.922,201.98,3,49,96,3.356,44.508,14.643,36,40,14,44.675,63.288,3.324,46,203,325,53.851,183.779,49.511,90,331,572,103.929,299.08,87.283,47,337,1668,54.548,304.583,254.512
Georgia,2017,866242,1105245,6661559,12,89,289,13.322,80.272,43.314,72,528,3460,83.354,477.824,519.424,24,224,1286,27.212,202.787,193.078,3,51,103,3.436,46.359,15.443,42,40,13,53.039,63.126,3.517,52,223,435,60.451,201.754,65.307,101,342,724,116.143,309.113,108.621,38,321,1650,43.564,290.278,247.76
Georgia,2018,868842,1107324,6756292,12,87,298,13.644,78.469,44.173,63,518,3544,72.638,467.978,524.51,19,168,1245,22.053,151.729,184.262,2,38,85,2.538,34.09,12.602,39,45,22,49.27,67.467,5.32,52,217,535,60.388,195.616,79.139,97,340,873,112.19,306.691,129.181,32,243,1587,36.377,219.655,234.919
Hawaii,2002,103803,122789,761280,7,22,45,64.197,181.383,59.655,19,72,390,179.609,585.743,512.835,9,42,166,87.795,343.201,217.747,2,7,9,17.017,55.153,11.654,6,5,0,70.172,89.015,0.719,11,21,37,102.273,169.993,49.01,19,37,59,180.861,302.008,77.044,13,45,186,123.329,365.9,243.703
Hawaii,2003,100549,121734,791438,7,22,46,68.888,178.683,58.412,17,73,405,164.403,603.08,511.814,9,44,153,89.556,359.844,193.869,1,7,10,12.972,53.682,12.121,5,5,0,74.496,76.885,0.553,10,20,36,97.143,166.165,45.824,17,36,57,169.883,293.882,71.927,12,47,172,123.858,386.069,217.209
Hawaii,2004,100585,123191,796942,5,22,43,53.72,175.057,53.803,14,71,396,137.357,577.742,496.298,8,44,147,77.192,357.082,184.144,2,7,11,15.016,54.883,14.328,5,4,1,62.499,66.521,1.897,8,21,35,76.051,166.669,43.639,14,36,62,144.054,289.861,77.956,10,49,170,102.966,394.285,213.193
Hawaii,2005,101214,124633,806534,5,22,48,46.963,172.613,59.25,13,72,397,131.509,581.304,492.715,7,42,154,72.187,336.498,191.16,1,6,11,14.105,52.03,13.387,4,4,1,58.992,72.015,2.442,7,20,31,69.585,158.113,38.415,14,36,56,142.366,285.892,69.99,9,46,174,91.451,365.932,215.681
Hawaii,2006,99465,126140,819708,6,24,61,59.309,189.226,73.98,14,77,410,140.983,612.007,500.62,7,45,167,70.646,352.942,203.41,1,7,12,14.106,56.747,14.489,5,4,0,63.343,75.932,0.887,7,20,30,70.504,156.663,37.207,14,35,47,141.145,280.289,57.005,10,49,184,100.489,387.747,224.161
Hawaii,2007,95794,128777,828347,5,23,59,56.627,176.606,71.275,12,75,420,126.381,586.108,506.842,7,46,175,69.232,358.267,211.395,1,7,14,15.275,55.002,16.523,5,4,0,65.54,78.045,0.707,7,22,41,70.893,173.119,49.735,13,38,59,136.346,292.883,70.794,10,50,194,99.676,388.492,233.917
Hawaii,2008,93198,131005,828273,5,21,53,58.328,163.376,63.751,11,75,422,116.426,572.083,509.469,7,45,161,76.032,340.67,194.618,1,6,12,12.456,43.937,14.002,4,4,0,64.159,75.691,1.146,7,25,57,77.198,191.485,68.406,13,41,72,144.518,311.356,87.385,9,49,177,99.325,372.58,213.168
Hawaii,2009,91104,131160,827725,5,22,53,54.901,171.435,64.573,12,78,412,129.236,598.007,498.318,7,43,158,71.648,326.086,190.807,1,6,10,8.722,43.569,12.192,4,5,1,68.462,82.371,2.116,7,26,49,78.972,198.945,59.664,13,41,68,138.598,314.634,82.237,9,48,180,100.392,367.97,217.446
Hawaii,2010,99395,134011,878476,5,23,55,47.378,174.257,62.365,15,81,447,149.193,606.023,509.294,7,41,168,71.37,309.345,191.225,1,5,10,8.201,39.569,11.008,5,5,1,71.808,77.147,2.72,9,23,39,87.555,168.174,43.987,15,38,72,154.233,282.176,82.252,10,47,181,97.845,348.549,206.176
Hawaii,2011,97800,138119,887821,4,24,53,43.7,177.264,59.592,12,79,480,124.398,571.228,541.175,6,40,157,62.527,288.298,176.777,1,6,12,7.43,43.818,13.545,5,5,1,71.013,81.484,3.13,9,25,51,96.872,181.542,56.945,16,44,90,166.047,315.12,101.418,8,47,173,85.68,337.854,195.023
Hawaii,2012,97086,140225,896059,3,22,60,35.164,158.554,67.116,11,80,477,112.237,574.078,532.305,5,37,152,53.976,265.941,169.615,1,6,11,6.588,43.942,12.722,5,5,2,65.953,74.992,3.828,9,26,62,95.52,188.385,69.064,15,44,93,153.325,312.696,103.517,8,44,177,79.109,316.705,197.791
Hawaii,2013,96971,140686,904925,2,18,57,24.875,127.535,63.213,11,83,472,112.036,591.333,521.956,4,37,154,45.117,262.977,169.672,0,6,11,4.903,42.429,12.417,5,5,2,65.123,64.284,4.341,7,22,60,76.521,158.74,66.779,13,38,92,139.05,273.162,101.293,6,43,185,66.547,309.075,204.771
Hawaii,2014,96910,140448,916539,2,15,45,24.752,106.659,48.633,10,78,450,105.542,555.186,490.448,3,34,154,31.294,239.805,167.918,1,7,14,7.631,52.061,14.963,5,5,3,63.111,69.882,5.939,6,23,63,61.508,160.947,68.807,13,38,95,137.661,272.099,103.749,5,40,177,50.89,282.218,193.068
Hawaii,2015,96573,135482,926174,2,13,42,23.464,98.573,45.822,9,70,430,90.966,520.089,464.351,3,31,138,29.758,228.622,149.166,1,7,15,8.393,50.052,16.509,5,5,2,65.601,82.496,4.168,6,25,63,66.348,186.575,68.144,13,38,100,133.825,280.663,108.189,4,35,173,40.449,257.261,187.164
Hawaii,2016,95796,128416,934643,2,14,44,21.465,112.616,47.192,8,71,444,81.292,551.336,475.36,3,29,126,26.269,229.506,134.535,1,7,14,5.845,52.206,15.468,4,5,2,58.722,88.721,4.356,6,22,66,65.436,174.46,70.582,11,35,106,114.307,271.371,113.868,3,32,163,34.122,251.449,174.022
Hawaii,2017,95447,123940,938835,2,14,45,21.916,116.01,47.406,7,69,471,71.757,555.282,501.942,2,25,125,21.805,197.69,133.217,0,7,16,3.531,60.241,17.504,4,5,1,60.931,77.11,5.072,5,21,76,53.126,167.027,80.936,11,35,120,112,282.768,127.311,3,28,156,27.611,222.497,166.534
Hawaii,2018,95153,120820,939985,2,15,52,17.741,124.541,55.123,6,61,467,59.659,501.291,496.893,1,18,143,15.243,152.736,152.218,0,7,20,4.262,61.164,21.337,4,4,2,56.969,65.292,7.397,6,23,88,62.92,187.704,93.83,11,36,135,119.22,295.677,143.751,2,23,175,22.002,188.278,186.394
Idaho,2002,128028,164566,794611,10,30,52,77.889,183.683,65.106,22,88,408,173.672,536.18,513.435,16,64,180,124.806,390.162,226.765,2,8,7,17.981,50.265,9.184,7,5,1,63.64,54.264,1.324,10,21,25,79.185,124.741,31.031,19,40,42,146.283,243.653,52.747,19,71,216,146.953,430.815,271.341
Idaho,2003,127839,168848,815805,9,28,52,72.771,164.014,63.65,22,95,414,172.111,560.028,508.06,15,67,169,118.159,399.036,206.719,2,8,9,18.538,49.131,11.189,7,5,1,65.401,58.319,1.806,9,19,25,72.93,112.63,31.254,18,39,45,142.118,231.887,55.047,19,74,206,145.137,440.388,252.746
Idaho,2004,127552,172734,841609,9,28,52,70.543,163.435,61.881,20,93,417,158.793,538.017,495.32,14,70,185,106.26,402.823,219.382,2,11,10,17.009,62.898,11.644,6,5,1,55.463,61.413,2.4,8,22,28,62.41,128.033,32.856,16,44,48,128.142,254.394,56.471,17,77,219,131.444,448.147,260.623
Idaho,2005,130072,171005,869082,9,31,56,71.718,178.838,63.919,21,88,435,161.244,512.232,500.358,13,62,197,100.822,365.046,227.195,2,12,9,16.78,67.546,10.783,6,5,1,50.23,53.782,1.876,8,24,30,59.884,139.073,35.053,16,43,48,120.31,253.777,55.019,16,72,235,124.741,419.299,270.576
Idaho,2006,132866,165315,893079,9,30,55,65.886,181.967,61.131,19,85,398,141.979,513.853,445.774,12,55,187,88.373,334.488,209.863,2,10,9,14.192,59.6,10.387,6,4,1,50.15,46.953,1.176,8,23,32,61.001,138.55,35.826,15,40,47,114.403,240.426,52.391,15,64,227,112.132,384.774,254.15
Idaho,2007,132932,163520,913888,8,28,51,56.848,168.84,56.055,16,84,414,123.087,512.013,453.21,12,54,196,87.93,331.056,214.306,2,9,8,14.132,52.301,8.318,6,5,1,52.843,53.357,1.247,9,24,36,70.734,145.533,39.792,17,41,55,125.398,252.378,60.652,14,62,230,108.867,378.333,251.168
Idaho,2008,132962,164370,930335,7,27,54,51.639,163.506,57.948,17,86,458,129.079,524.995,491.859,12,58,215,90.541,350.039,230.668,2,7,7,12.449,45.157,7.502,7,6,1,54.951,71.773,1.254,10,23,39,75.024,141.286,42.057,18,47,67,134.374,282.979,71.515,14,65,249,107.5,397.338,268.177
Idaho,2009,131965,171302,939631,7,28,58,52.252,165.144,62.131,17,94,479,131.468,546.691,509.799,12,62,220,88.538,363.802,234.495,1,6,6,10.319,35.455,6.299,7,7,1,57.095,75.191,1.627,10,28,52,76.283,164.873,55.6,18,51,83,139.578,297.47,88.855,16,71,258,118.548,416.996,274.277
Idaho,2010,137928,172570,956472,6,27,57,42.285,158.897,59.645,16,86,525,117.876,495.791,548.683,12,57,221,90.181,328.225,231.427,1,5,8,8.391,28.643,8.228,7,6,1,55.538,63.054,1.251,10,26,51,73.899,152.792,53.594,20,43,85,143.891,251.72,88.564,15,67,258,110.744,386.931,269.977
Idaho,2011,139014,173198,969335,5,25,56,35.739,144.97,57.509,16,83,529,113.132,477.634,545.624,11,51,213,78.381,295.501,220.149,1,6,9,6.92,34.741,8.871,7,6,1,53.987,61.527,1.604,9,23,36,62.064,130.872,37.652,18,42,63,129.671,240.183,65.433,13,61,258,92.477,352.997,266.009
Idaho,2012,140843,173004,983206,5,23,59,35.866,131.548,59.548,16,86,523,112.682,495.345,532.24,10,52,214,67.571,302.224,217.26,1,6,8,4.911,33.405,8.258,7,6,1,55.64,57.817,2.157,8,24,40,56.143,140.537,40.277,18,44,66,125.251,251.757,67.425,11,61,251,80.439,352.805,255.795
Idaho,2013,142945,173361,999689,5,22,61,34.473,124.594,61.326,15,87,518,107.902,500.383,518.022,9,49,212,60.28,284.41,212.136,1,5,7,4.356,31.122,6.631,8,7,1,61.451,65.719,2.012,9,25,50,63.851,142.764,49.623,20,47,85,141.397,269.783,85.505,12,61,252,82.653,353.339,252.486
Idaho,2014,144818,174351,1017451,4,21,56,29.849,118.856,54.83,15,83,498,102.493,475.04,489.26,7,42,188,50.436,239.91,184.472,1,6,7,5.694,35.911,6.668,7,7,2,55.017,61.341,2.464,9,24,51,65.063,136.927,50.611,19,45,88,133.122,256.552,86.811,10,55,229,71.535,316.633,225.001
Idaho,2015,146791,175145,1038291,4,19,53,25.557,107.031,50.875,13,84,510,89.258,479.226,491.273,7,43,184,44.867,246.562,177.134,1,7,9,8.265,38.421,8.824,6,7,2,42.04,62.84,3.931,8,26,60,57.734,146.99,57.859,17,44,97,117.253,253.594,92.977,8,55,223,57.032,312.314,214.997
Idaho,2016,149626,177049,1062401,3,18,60,23.067,103.873,56.546,14,88,544,90.723,494.443,512.483,7,48,199,43.541,271.464,187.153,1,8,10,6.579,42.39,9.876,7,7,2,46.827,71.801,4.226,9,28,68,63.423,160.693,63.956,18,50,107,119.999,283.961,100.898,9,58,247,59.904,329.633,232.876
Idaho,2017,152823,180549,1089805,3,18,57,17.519,99.184,52.442,12,85,547,78.403,471.125,501.711,6,42,197,37.546,229.883,181.071,1,7,11,5.475,39.577,10.51,7,7,1,54.661,64.03,3.194,10,30,78,62.843,164.919,71.123,19,51,126,122.946,282.899,115.793,8,51,250,50.208,281.955,229.466
Idaho,2018,155001,183511,1119507,3,19,58,16.987,101.8,51.494,12,91,574,79.355,494.768,512.399,4,32,191,28.695,174.412,171.013,1,7,12,5.737,40.141,10.399,8,7,3,54.31,68.996,6.043,9,33,82,58.997,182.106,73.643,19,53,133,120.381,289.936,118.52,6,43,238,38.804,236.536,212.362
Illinois,2002,1082396,1380990,7825956,66,269,564,60.82,194.891,72.05,202,886,4234,186.514,641.621,540.97,141,590,2023,130.005,427.52,258.512,18,90,143,16.724,65.3,18.222,58,46,5,62.369,68.658,1.266,82,241,253,76.09,174.317,32.348,156,409,462,144.562,296.121,58.985,162,645,2373,149.729,466.831,303.276
Illinois,2003,1089901,1400520,7863343,66,290,563,60.232,207.046,71.647,191,920,4390,175.495,656.824,558.261,121,612,2075,110.573,437.262,263.918,16,87,150,14.291,61.964,19.105,59,45,5,61.566,65.27,1.245,69,233,292,63.355,166.403,37.179,150,393,541,137.64,280.394,68.792,145,671,2436,133.493,479.312,309.798
Illinois,2004,1099965,1406715,7910382,64,281,530,57.95,199.546,66.997,190,917,4537,172.415,652.046,573.549,117,608,2092,106.022,431.863,264.405,14,82,145,13.158,58,18.333,58,47,8,59.355,65.868,1.772,70,224,287,63.461,159.448,36.338,147,381,512,133.622,271.08,64.735,141,670,2454,128.081,476.212,310.192
Illinois,2005,1100792,1422772,7966227,62,268,479,56.168,188.643,60.089,189,922,4403,171.324,648.097,552.734,116,573,2017,105.441,403.049,253.231,17,90,137,15.65,63.068,17.194,53,45,8,55.03,61.655,1.726,74,219,271,67.059,153.999,34.019,138,377,471,125.157,264.76,59.073,141,646,2362,127.984,453.988,296.557
Illinois,2006,1094265,1433731,8011425,64,269,535,58.106,187.763,66.82,179,935,4437,163.986,652.063,553.842,111,567,2030,101.753,395.524,253.429,16,90,145,15.013,62.606,18.097,52,46,5,53.984,63.086,1.114,68,220,286,61.995,153.66,35.687,126,388,499,115.37,270.571,62.246,138,643,2387,126.311,448.183,298.008
Illinois,2007,1082534,1442935,8046718,56,269,547,51.677,186.413,68.021,173,936,4672,159.574,648.42,580.553,111,563,1994,102.632,390.002,247.83,13,74,133,11.709,51.219,16.569,52,50,5,54.559,64.052,1.222,67,210,296,61.805,145.582,36.735,127,376,533,117.725,260.832,66.206,140,639,2356,128.974,442.677,292.811
Illinois,2008,1065750,1461607,8068047,46,257,500,43.227,175.927,61.925,162,948,4647,151.623,648.798,576.019,107,570,1966,100.112,389.675,243.657,11,68,124,9.862,46.43,15.337,52,55,5,56.544,68.488,1.157,78,237,311,72.873,162.321,38.588,142,408,566,133.331,279.459,70.115,133,647,2295,124.494,442.436,284.423
Illinois,2009,1053276,1460312,8097288,43,247,475,41.126,169.129,58.627,145,974,4634,137.47,666.792,572.305,91,556,1939,86.743,380.984,239.498,9,65,109,8.586,44.785,13.426,52,58,6,56.662,76.858,1.39,79,274,336,75.303,187.865,41.477,141,455,599,134.033,311.536,74.034,115,643,2292,109.354,440.457,283.044
Illinois,2010,1069760,1393734,8165781,41,229,465,38.49,164.406,56.895,141,904,4756,131.54,648.266,582.393,79,500,1757,73.528,358.596,215.175,10,65,114,9.02,46.91,13.985,54,52,9,56.685,75.273,1.862,79,277,381,73.455,198.484,46.688,139,449,609,129.759,322.159,74.616,103,584,2150,96.357,419.268,263.247
Illinois,2011,1057464,1393927,8215103,37,214,516,35.035,153.247,62.756,139,893,4877,131.39,640.817,593.661,69,477,1832,65.371,342.457,222.963,8,58,125,7.413,41.696,15.213,53,54,9,56.975,77.633,1.904,73,283,394,69.398,202.745,47.91,134,451,631,127.126,323.393,76.87,90,557,2169,84.638,399.352,264.063
Illinois,2012,1045769,1394500,8256950,27,190,472,25.646,136.116,57.159,129,891,4915,123.742,639.012,595.224,62,462,1902,58.868,331.289,230.377,5,54,124,4.648,38.599,15.029,51,54,9,54.938,76.295,2.076,65,280,398,62.62,200.74,48.237,132,438,677,126.084,314.262,81.989,79,541,2176,75.071,387.597,263.505
Illinois,2013,1033794,1394857,8297420,23,183,454,22.51,131.531,54.716,114,857,4988,109.832,614.713,601.159,51,441,1866,49.628,316.313,224.885,6,63,116,5.378,45.084,13.974,45,58,10,48.776,78.569,2.349,70,274,476,67.481,196.225,57.353,125,434,746,120.69,311.226,89.865,69,513,2136,66.581,367.971,257.403
Illinois,2014,1023238,1388172,8326464,25,168,457,24.232,120.729,54.862,101,840,4884,98.818,605.312,586.601,45,400,1751,43.968,287.961,210.236,6,67,121,6.023,48.074,14.49,42,56,12,45.919,79.712,2.88,67,273,510,65.508,196.302,61.264,118,444,777,115.277,319.551,93.321,61,476,2034,59.288,342.719,244.282
Illinois,2015,1015317,1372755,8331898,23,150,428,22.504,109.095,51.39,98,834,4794,96.632,607.63,575.339,40,363,1606,39.307,264.58,192.764,5,68,113,5.348,49.241,13.613,45,56,14,50.446,79.024,3.131,68,287,492,67.141,208.744,59.097,121,447,753,118.697,325.482,90.33,61,433,1945,60.395,315.319,233.473
Illinois,2016,1006653,1352935,8352680,24,164,481,23.861,121.586,57.571,104,807,4930,103.343,596.757,590.249,31,319,1598,31.26,235.665,191.319,5,79,124,4.772,58.361,14.867,50,58,16,58.438,84.489,4.12,69,318,557,68.853,235.063,66.63,134,477,870,133.357,352.625,104.216,52,394,1958,52.082,290.878,234.455
Illinois,2017,995426,1331211,8380092,19,152,473,19.464,114.036,56.405,98,769,5125,98.62,578.034,611.513,23,257,1506,22.735,192.984,179.716,5,81,153,5.02,60.695,18.29,53,55,19,62.66,80.217,4.8,68,301,664,68.608,225.916,79.184,139,465,1031,139.428,349.321,123.064,38,331,1831,38.632,248.289,218.532
Illinois,2018,984930,1308622,8378609,15,129,445,15.302,98.879,53.136,84,734,5089,85.535,560.663,607.356,18,212,1506,18.756,161.631,179.715,4,62,158,4.016,47.677,18.835,51,53,27,60.357,78.236,6.768,69,284,754,70.117,217.377,89.954,133,445,1170,135.533,340.065,139.596,34,285,1831,34.581,217.826,218.546
Indiana,2002,541577,704733,3788500,34,135,230,62.06,191.92,60.591,87,435,1824,160.356,617.812,481.56,78,317,1033,143.895,449.388,272.616,11,51,68,19.954,71.972,18,25,24,4,54.761,75.355,1.268,40,121,148,73.669,171.92,39.114,76,200,245,139.502,284.4,64.789,91,347,1228,168.401,492.962,324.224
Indiana,2003,546518,711380,3816240,31,128,223,56.391,179.956,58.508,89,436,1878,162.039,612.815,492.214,69,302,1020,125.863,424.795,267.251,10,48,64,17.456,66.841,16.692,27,23,4,57.637,73.332,1.609,42,105,139,76.125,146.987,36.302,74,204,249,135.516,286.406,65.226,79,343,1218,144.536,481.957,319.188
Indiana,2004,549720,709599,3856681,33,130,241,59.268,182.568,62.555,94,435,2025,171.187,613.369,525.01,67,299,1064,122.758,421.759,275.897,8,53,58,14.933,74.629,15.156,29,21,4,61.418,59.019,2.009,36,102,125,65.375,143.653,32.385,73,196,224,132.126,275.981,58.063,78,342,1254,141.892,482.354,325.131
Indiana,2005,546441,702749,3913195,28,136,233,50.42,192.973,59.443,81,433,2032,148.633,616.211,519.266,65,302,1091,118.415,429.829,278.9,9,50,56,15.679,70.741,14.41,28,20,4,56.371,59.621,1.76,34,109,141,62.534,155.54,35.959,65,186,229,119.652,265.169,58.484,78,342,1300,142.006,487.001,332.198
